ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9985429,HY175118,03/06/2015 04:00:00 PM,070XX S PARNELL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0732,007,6,68,26,1173834,1858326,2015,02/10/2018 03:50:01 PM,41.766655655,-87.638388243,"(41.766655655, -87.638388243)"
9985430,HY175127,03/06/2015 11:00:00 PM,005XX W 42ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0925,009,11,61,14,1173493,1877072,2015,02/10/2018 03:50:01 PM,41.818104223,-87.639083256,"(41.818104223, -87.639083256)"
9985431,HY175134,03/07/2015 11:43:00 AM,070XX S HERMITAGE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0735,007,17,67,11,1165897,1857994,2015,02/10/2018 03:50:01 PM,41.765916893,-87.667489846,"(41.765916893, -87.667489846)"
9985432,HY175114,03/07/2015 11:13:00 AM,062XX S DR MARTIN LUTHER KING JR DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,true,false,0313,003,20,42,18,1179990,1863794,2015,02/10/2018 03:50:01 PM,41.781521698,-87.615657041,"(41.781521698, -87.615657041)"
9985433,HY175067,03/07/2015 09:20:00 AM,057XX N RIDGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2013,020,48,77,08B,1166090,1938319,2015,02/10/2018 03:50:01 PM,41.986331099,-87.66448811,"(41.986331099, -87.66448811)"
9985434,HY175122,03/07/2015 10:30:00 AM,006XX S CLARK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0123,001,2,32,08B,1175623,1897454,2015,02/10/2018 03:50:01 PM,41.873986481,-87.630658024,"(41.873986481, -87.630658024)"
9985435,HY175090,03/07/2015 12:00:00 PM,042XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CONVENIENCE STORE,true,false,1115,011,28,26,18,1148220,1899677,2015,02/10/2018 03:50:01 PM,41.880658176,-87.731212135,"(41.880658176, -87.731212135)"
9985438,HY175154,03/07/2015 12:45:00 PM,094XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,DRUG STORE,true,false,2223,022,21,73,26,1172640,1842177,2015,02/10/2018 03:50:01 PM,41.722367069,-87.643239402,"(41.722367069, -87.643239402)"
9985439,HY175140,01/29/2015 03:30:00 PM,033XX W 87TH ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0834,008,18,70,06,1155716,1846702,2015,02/10/2018 03:50:01 PM,41.735140021,-87.705109198,"(41.735140021, -87.705109198)"
9985440,HY175069,01/25/2015 08:00:00 AM,030XX S LAWNDALE AVE,1260,DECEPTIVE PRACTICE,LIBRARY THEFT,STREET,false,false,1031,010,22,30,11,1152188,1884062,2015,02/10/2018 03:50:01 PM,41.837731477,-87.717053437,"(41.837731477, -87.717053437)"
9985441,HY175117,03/07/2015 12:10:00 PM,058XX W IOWA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1511,015,29,25,08B,1137342,1905409,2015,02/10/2018 03:50:01 PM,41.896590007,-87.771017851,"(41.896590007, -87.771017851)"
9985443,HY175062,03/07/2015 11:38:00 AM,026XX W CERMAK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1034,010,28,30,08B,1159118,1889297,2015,02/10/2018 03:50:01 PM,41.851957636,-87.691480448,"(41.851957636, -87.691480448)"
9985444,HY175131,03/07/2015 12:23:00 PM,062XX S BISHOP ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,0713,007,16,67,18,1167735,1863336,2015,02/10/2018 03:50:01 PM,41.780536781,-87.660599773,"(41.780536781, -87.660599773)"
9985446,HY175102,02/22/2015 08:30:00 PM,008XX W SUPERIOR ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1214,012,27,24,14,1170684,1905272,2015,02/10/2018 03:50:01 PM,41.895549119,-87.648562524,"(41.895549119, -87.648562524)"
9985447,HY175144,03/05/2015 01:00:00 PM,018XX E 72ND ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0324,003,8,43,05,1189517,1857594,2015,02/10/2018 03:50:01 PM,41.764284895,-87.580928208,"(41.764284895, -87.580928208)"
9985448,HY174955,03/07/2015 10:05:00 AM,074XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0323,003,6,69,08B,1178884,1855815,2015,02/10/2018 03:50:01 PM,41.759651743,-87.619954498,"(41.759651743, -87.619954498)"
9985449,HY175066,03/07/2015 11:14:00 AM,011XX N CLARK ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1824,018,42,8,18,1175324,1908189,2015,02/10/2018 03:50:01 PM,41.903450628,-87.631433403,"(41.903450628, -87.631433403)"
9985450,HY175048,03/07/2015 03:15:00 AM,027XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,1125,011,2,27,14,1158164,1898580,2015,02/10/2018 03:50:01 PM,41.877450654,-87.694728449,"(41.877450654, -87.694728449)"
9985452,HY175136,03/07/2015 12:00:00 PM,041XX W MAYPOLE AVE,0560,ASSAULT,SIMPLE,STREET,false,true,1114,011,28,26,08A,1148778,1901132,2015,02/10/2018 03:50:01 PM,41.884640098,-87.729125574,"(41.884640098, -87.729125574)"
9985453,HY163673,04/05/2013 12:00:00 AM,043XX W 47TH ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,CURRENCY EXCHANGE,false,false,0815,008,14,57,12,1148368,1873118,2013,02/10/2018 03:50:01 PM,41.807773948,-87.731352252,"(41.807773948, -87.731352252)"
9985454,HY175059,03/06/2015 04:00:00 PM,009XX N KILDARE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,true,true,1111,011,37,23,06,1147534,1906120,2015,02/10/2018 03:50:01 PM,41.898351661,-87.733565727,"(41.898351661, -87.733565727)"
9985456,HY175017,02/25/2015 03:00:00 PM,123XX S PARNELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0523,005,34,53,05,1174871,1823084,2015,02/10/2018 03:50:01 PM,41.669923647,-87.635634077,"(41.669923647, -87.635634077)"
9985457,HY175139,03/07/2015 12:38:00 PM,037XX W OGDEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,SIDEWALK,false,false,1014,010,24,29,07,1151937,1889846,2015,02/10/2018 03:50:01 PM,41.853608426,-87.717822362,"(41.853608426, -87.717822362)"
9985458,HY174973,03/07/2015 10:11:00 AM,112XX S CHAMPLAIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0531,005,9,50,08B,1182591,1830522,2015,02/10/2018 03:50:01 PM,41.690159577,-87.60715051,"(41.690159577, -87.60715051)"
9985459,HY175033,03/07/2015 08:45:00 AM,054XX S INDIANA AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0231,002,3,40,08A,1178528,1868867,2015,02/10/2018 03:50:01 PM,41.795475862,-87.620862905,"(41.795475862, -87.620862905)"
9985460,HY175023,03/07/2015 01:00:00 AM,021XX S HARDING AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,false,1014,010,24,29,02,1150386,1889444,2015,02/10/2018 03:50:01 PM,41.852535656,-87.72352562,"(41.852535656, -87.72352562)"
9985461,HY174813,03/07/2015 06:06:00 AM,0000X W 103RD ST,031A,ROBBERY,ARMED: HANDGUN,CONVENIENCE STORE,false,false,0511,005,9,49,03,1177986,1836679,2015,02/10/2018 03:50:01 PM,41.707160552,-87.623823775,"(41.707160552, -87.623823775)"
9985462,HY175061,03/07/2015 10:58:00 AM,007XX E 131ST ST,1791,OFFENSE INVOLVING CHILDREN,HARBOR RUNAWAY,STREET,true,false,0533,005,9,54,20,1183449,1818549,2015,02/10/2018 03:50:01 PM,41.657284072,-87.604380182,"(41.657284072, -87.604380182)"
9985463,HY174882,03/07/2015 08:14:00 AM,009XX W 116TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0524,005,34,53,14,1171998,1827592,2015,02/10/2018 03:50:01 PM,41.682357696,-87.646017315,"(41.682357696, -87.646017315)"
9985465,HY175171,03/07/2015 12:45:00 PM,001XX N LAPORTE AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,true,false,1532,015,28,25,26,1143351,1900730,2015,08/17/2015 03:03:40 PM,41.883640085,-87.749064562,"(41.883640085, -87.749064562)"
9985466,HY175197,03/07/2015 01:12:00 PM,062XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0313,003,20,42,18,1182638,1863720,2015,02/10/2018 03:50:01 PM,41.781257578,-87.605951253,"(41.781257578, -87.605951253)"
9985467,HY175160,03/07/2015 12:45:00 PM,029XX N NARRAGANSETT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2511,025,29,19,14,1133237,1918913,2015,02/10/2018 03:50:01 PM,41.93371949,-87.785778418,"(41.93371949, -87.785778418)"
9985469,HY175185,03/06/2015 02:00:00 AM,058XX S WESTERN AVE,0880,THEFT,PURSE-SNATCHING,STREET,false,false,0824,008,16,63,06,1161373,1865773,2015,02/10/2018 03:50:01 PM,41.787358454,-87.683856597,"(41.787358454, -87.683856597)"
9985470,HY175200,01/25/2015 01:00:00 AM,035XX S ARTESIAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0911,009,12,59,26,1160598,1881112,2015,02/10/2018 03:50:01 PM,41.829466616,-87.686274762,"(41.829466616, -87.686274762)"
9985472,HY175218,03/07/2015 01:20:00 PM,001XX S GREEN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1232,012,27,28,06,1170752,1899615,2015,02/10/2018 03:50:01 PM,41.88002445,-87.648478598,"(41.88002445, -87.648478598)"
9985476,HY175161,03/06/2015 08:30:00 AM,015XX W HADDON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1213,012,1,24,07,1165658,1907744,2015,02/10/2018 03:50:01 PM,41.902441054,-87.666951245,"(41.902441054, -87.666951245)"
9985477,HY174987,03/06/2015 09:06:00 AM,013XX S KOSTNER AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,1011,010,24,29,07,1147264,1893373,2015,02/10/2018 03:50:01 PM,41.863377597,-87.734883903,"(41.863377597, -87.734883903)"
9985478,HY175201,03/07/2015 01:39:00 PM,041XX W MAYPOLE AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1114,011,28,26,08A,1148778,1901132,2015,02/10/2018 03:50:01 PM,41.884640098,-87.729125574,"(41.884640098, -87.729125574)"
9985481,HY175165,03/07/2015 12:20:00 PM,013XX N SEDGWICK ST,0560,ASSAULT,SIMPLE,STREET,true,false,1821,018,27,8,08A,1173404,1909313,2015,02/10/2018 03:50:01 PM,41.906577834,-87.63845247,"(41.906577834, -87.63845247)"
9985482,HY175178,03/07/2015 10:00:00 AM,088XX S ESCANABA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0423,004,10,46,14,1196920,1847012,2015,02/10/2018 03:50:01 PM,41.735066205,-87.554146165,"(41.735066205, -87.554146165)"
9985484,HY175132,03/07/2015 12:00:00 PM,001XX N LEAVITT ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,1223,012,2,28,04A,1161730,1900741,2015,02/10/2018 03:50:01 PM,41.883307072,-87.681574799,"(41.883307072, -87.681574799)"
9985485,HY175238,03/06/2015 05:00:00 PM,032XX N DAMEN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1921,019,32,5,05,1162437,1921715,2015,02/10/2018 03:50:01 PM,41.940846454,-87.678390539,"(41.940846454, -87.678390539)"
9985486,HY175174,03/07/2015 09:50:00 AM,104XX S AVENUE F,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0432,004,10,52,08B,1203487,1836364,2015,02/10/2018 03:50:01 PM,41.705681657,-87.530451825,"(41.705681657, -87.530451825)"
9985487,HY175223,03/07/2015 01:30:00 PM,002XX S CICERO AVE,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,1533,015,28,25,08A,1144429,1898452,2015,02/10/2018 03:50:01 PM,41.87736877,-87.745163337,"(41.87736877, -87.745163337)"
9985488,HY175184,03/07/2015 11:27:00 AM,015XX S ST LOUIS AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE,false,false,1021,010,24,29,08B,1153289,1892151,2015,02/10/2018 03:50:01 PM,41.859906912,-87.712798855,"(41.859906912, -87.712798855)"
9985490,HY174952,03/07/2015 09:50:00 AM,080XX S WOODLAWN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0411,004,8,45,08B,1185610,1851885,2015,02/10/2018 03:50:01 PM,41.748711734,-87.595427619,"(41.748711734, -87.595427619)"
9985493,HY175230,03/06/2015 10:00:00 PM,088XX S LOWE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2223,022,21,71,06,1173516,1846385,2015,02/10/2018 03:50:01 PM,41.733895085,-87.639906574,"(41.733895085, -87.639906574)"
9985498,HY175210,03/07/2015 12:30:00 PM,043XX W BELLE PLAINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1722,017,38,16,08B,1146738,1926896,2015,02/10/2018 03:50:01 PM,41.955378192,-87.735957771,"(41.955378192, -87.735957771)"
9985499,HY175025,03/06/2015 04:30:00 PM,029XX W 54TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0923,009,14,63,05,1157762,1868698,2015,02/10/2018 03:50:01 PM,41.795459149,-87.697017281,"(41.795459149, -87.697017281)"
9985500,HY175179,03/07/2015 01:00:00 PM,089XX S PARNELL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,2223,022,21,71,08A,1174200,1845676,2015,02/10/2018 03:50:01 PM,41.731934344,-87.637421735,"(41.731934344, -87.637421735)"
9985501,HY174953,03/06/2015 08:00:00 PM,045XX N LINCOLN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1911,019,47,4,06,1160471,1930057,2015,02/10/2018 03:50:01 PM,41.963778355,-87.685384503,"(41.963778355, -87.685384503)"
9985502,HY175186,03/07/2015 10:40:00 AM,021XX W CERMAK RD,0810,THEFT,OVER $500,OTHER,false,false,1234,012,25,31,06,1162509,1889384,2015,02/10/2018 03:50:01 PM,41.852126145,-87.679032127,"(41.852126145, -87.679032127)"
9985503,HY173873,12/11/2014 12:00:00 PM,011XX W JACKSON BLVD,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,DEPARTMENT STORE,false,false,1232,012,2,28,02,1168933,1898798,2014,02/10/2018 03:50:01 PM,41.877822179,-87.655181405,"(41.877822179, -87.655181405)"
9985505,HY175153,03/07/2015 11:30:00 AM,009XX N ASHLAND AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,1213,012,1,24,08A,1165552,1906513,2015,02/10/2018 03:50:01 PM,41.899065363,-87.667375699,"(41.899065363, -87.667375699)"
9985506,HY175235,03/07/2015 01:50:00 PM,042XX W MADISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1115,011,28,26,14,1148070,1899674,2015,02/10/2018 03:50:01 PM,41.88065283,-87.731763004,"(41.88065283, -87.731763004)"
9985507,HY175240,03/07/2015 01:00:00 PM,028XX S HILLOCK AVE,0935,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",STREET,false,false,0913,009,11,60,07,1167783,1886341,2015,02/10/2018 03:50:01 PM,41.843663969,-87.659762737,"(41.843663969, -87.659762737)"
9985508,HY175212,03/07/2015 01:45:00 PM,005XX S KOSTNER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1131,011,24,26,18,1147145,1897136,2015,02/10/2018 03:50:01 PM,41.873706002,-87.7352245,"(41.873706002, -87.7352245)"
9985509,HY175007,03/07/2015 10:00:00 AM,054XX N LINCOLN AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,GOVERNMENT BUILDING/PROPERTY,false,true,2011,020,40,4,26,1158435,1935858,2015,02/10/2018 03:50:01 PM,41.979738594,-87.692710749,"(41.979738594, -87.692710749)"
9985510,HY175190,03/07/2015 03:00:00 AM,027XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1125,011,2,27,14,1158178,1898580,2015,02/10/2018 03:50:01 PM,41.877450368,-87.694677045,"(41.877450368, -87.694677045)"
9985511,HY175193,03/07/2015 07:30:00 AM,077XX N PAULINA ST,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,false,false,2422,024,49,1,04B,1163657,1951157,2015,02/10/2018 03:50:01 PM,42.021610667,-87.673072476,"(42.021610667, -87.673072476)"
9985512,HY174922,03/07/2015 09:12:00 AM,059XX N WINTHROP AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,false,false,2433,024,48,77,15,1167782,1939780,2015,02/10/2018 03:50:01 PM,41.99030369,-87.658222641,"(41.99030369, -87.658222641)"
9985513,HY175251,03/07/2015 09:30:00 AM,047XX S LAKE PARK AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0222,002,4,39,06,1186364,1873970,2015,02/10/2018 03:50:01 PM,41.809297059,-87.591967028,"(41.809297059, -87.591967028)"
9985515,HY175258,03/06/2015 09:00:00 PM,045XX N HARDING AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1723,017,39,14,07,1149239,1929976,2015,02/10/2018 03:50:01 PM,41.963781732,-87.726683357,"(41.963781732, -87.726683357)"
9985517,HY175177,03/07/2015 01:00:00 PM,044XX S FRANCISCO AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0922,009,14,58,06,1157774,1875062,2015,02/10/2018 03:50:01 PM,41.812922565,-87.696800446,"(41.812922565, -87.696800446)"
9985519,HY175244,03/07/2015 01:30:00 PM,0000X E 9TH ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,0123,001,2,32,08B,1177065,1896220,2015,02/10/2018 03:50:01 PM,41.870567796,-87.625401104,"(41.870567796, -87.625401104)"
9985520,HY175077,03/07/2015 11:33:00 AM,071XX S EAST END AVE,1025,ARSON,AGGRAVATED,APARTMENT,true,false,0324,003,8,43,09,1188769,1857970,2015,02/10/2018 03:50:01 PM,41.765334593,-87.583657761,"(41.765334593, -87.583657761)"
9985521,HY175217,03/07/2015 01:56:00 PM,007XX E 105TH ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0512,005,9,50,18,1183108,1835493,2015,02/10/2018 03:50:01 PM,41.703788679,-87.605103901,"(41.703788679, -87.605103901)"
9985522,HY175278,03/07/2015 02:45:00 PM,031XX W WASHINGTON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1222,012,28,27,18,1155365,1900511,2015,02/10/2018 03:50:01 PM,41.882806201,-87.704953745,"(41.882806201, -87.704953745)"
9985523,HY175274,03/07/2015 04:00:00 AM,019XX N KOSTNER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,2533,025,31,20,14,1146748,1912443,2015,02/10/2018 03:50:01 PM,41.91571767,-87.73629103,"(41.91571767, -87.73629103)"
9985524,HY175231,03/06/2015 08:00:00 PM,025XX W LOGAN BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),true,false,1411,014,35,22,07,1158779,1917193,2015,02/10/2018 03:50:01 PM,41.928513686,-87.69195937,"(41.928513686, -87.69195937)"
9985525,HY175141,03/07/2015 11:30:00 AM,015XX E 55TH ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0234,002,4,41,06,1187447,1868839,2015,02/10/2018 03:50:01 PM,41.795191528,-87.588157998,"(41.795191528, -87.588157998)"
9985527,HY175264,03/07/2015 01:00:00 PM,076XX S INGLESIDE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0624,006,8,69,26,1183885,1854588,2015,02/10/2018 03:50:01 PM,41.756169466,-87.60166434,"(41.756169466, -87.60166434)"
9985528,HY175253,03/07/2015 01:55:00 PM,035XX W BELMONT AVE,0560,ASSAULT,SIMPLE,STREET,true,false,1732,017,35,21,08A,1152073,1921048,2015,02/10/2018 03:50:01 PM,41.939227123,-87.716499821,"(41.939227123, -87.716499821)"
9985529,HY175279,03/07/2015 02:50:00 PM,023XX N LOCKWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2515,025,37,19,18,1140669,1914961,2015,02/10/2018 03:50:01 PM,41.922741291,-87.75856309,"(41.922741291, -87.75856309)"
9985530,HY174958,03/07/2015 09:22:00 AM,012XX W 71ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0734,007,17,67,08B,1168825,1857687,2015,02/10/2018 03:50:01 PM,41.765011746,-87.656766564,"(41.765011746, -87.656766564)"
9985531,HY175214,03/07/2015 01:34:00 PM,033XX W MONTROSE AVE,0560,ASSAULT,SIMPLE,TAVERN/LIQUOR STORE,false,false,1724,017,33,14,08A,1153107,1929039,2015,02/10/2018 03:50:01 PM,41.961134514,-87.712486822,"(41.961134514, -87.712486822)"
9985533,HY174855,03/07/2015 01:00:00 AM,014XX W 73RD PL,0460,BATTERY,SIMPLE,STREET,false,false,0734,007,17,67,08B,1167951,1856006,2015,02/10/2018 03:50:01 PM,41.76041768,-87.660018258,"(41.76041768, -87.660018258)"
9985534,HY175216,03/07/2015 01:24:00 PM,074XX S MORGAN ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0733,007,17,68,05,1170928,1855632,2015,02/10/2018 03:50:01 PM,41.759326916,-87.649118375,"(41.759326916, -87.649118375)"
9985535,HY175275,01/21/2015 03:00:00 AM,005XX W WEBSTER AVE,0810,THEFT,OVER $500,RESIDENCE-GARAGE,false,false,1812,018,43,7,06,1172220,1914889,2015,02/10/2018 03:50:01 PM,41.921904892,-87.642636783,"(41.921904892, -87.642636783)"
9985536,HY175268,02/20/2015 12:00:00 PM,011XX N ASHLAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,false,false,1213,012,1,24,11,1165515,1907828,2015,02/10/2018 03:50:01 PM,41.902674603,-87.66747411,"(41.902674603, -87.66747411)"
9985537,HY175022,03/07/2015 11:00:00 AM,055XX S SHIELDS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,0711,007,3,68,14,1174917,1868023,2015,02/10/2018 03:50:01 PM,41.793241202,-87.634129641,"(41.793241202, -87.634129641)"
9985539,HY175260,03/07/2015 02:00:00 PM,070XX S DAMEN AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,true,false,0735,007,17,67,04B,1164239,1858038,2015,02/10/2018 03:50:01 PM,41.766072695,-87.673565767,"(41.766072695, -87.673565767)"
9985540,HY175296,01/31/2015 12:01:00 AM,053XX S TRIPP AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0815,008,23,62,11,1148935,1868963,2015,08/17/2015 03:03:40 PM,41.796361086,-87.729379701,"(41.796361086, -87.729379701)"
9985541,HY175266,03/06/2015 09:45:00 PM,036XX W BYRON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1732,017,33,16,07,1151575,1925685,2015,02/10/2018 03:50:01 PM,41.951961221,-87.718207814,"(41.951961221, -87.718207814)"
9985811,HY175719,03/06/2015 09:15:00 PM,061XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,1611,016,45,10,06,1133703,1940418,2015,02/10/2018 03:50:01 PM,41.99272317,-87.783558778,"(41.99272317, -87.783558778)"
9985542,HY174891,02/25/2015 06:00:00 AM,063XX S THROOP ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,0724,007,16,67,11,1168745,1862740,2015,02/10/2018 03:50:01 PM,41.778879542,-87.656914122,"(41.778879542, -87.656914122)"
9985543,HY175270,03/07/2015 02:34:00 PM,070XX S JUSTINE ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0734,007,17,67,08A,1167220,1858100,2015,02/10/2018 03:50:01 PM,41.766179565,-87.662637559,"(41.766179565, -87.662637559)"
9985544,HY175220,03/07/2015 01:01:00 PM,006XX W 63RD ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,RESTAURANT,false,false,0711,007,16,68,03,1173000,1863111,2015,02/10/2018 03:50:01 PM,41.779804703,-87.641304035,"(41.779804703, -87.641304035)"
9985545,HY175310,03/07/2015 03:06:00 PM,0000X E 111TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),true,false,0531,005,9,49,18,1178327,1831371,2015,02/10/2018 03:50:01 PM,41.692586937,-87.622735417,"(41.692586937, -87.622735417)"
9985546,HY175263,03/07/2015 01:55:00 PM,017XX W CERMAK RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,1034,010,25,31,18,1165230,1889460,2015,02/10/2018 03:50:01 PM,41.852277368,-87.669043158,"(41.852277368, -87.669043158)"
9985547,HY175320,03/07/2015 03:20:00 PM,016XX W 18TH ST,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),SIDEWALK,true,false,1234,012,25,31,18,1165567,1891464,2015,02/10/2018 03:50:01 PM,41.857769368,-87.66774926,"(41.857769368, -87.66774926)"
9985548,HY175312,03/07/2015 12:01:00 AM,013XX W NORTH AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1433,014,32,24,06,1167262,1910775,2015,02/10/2018 03:50:01 PM,41.91072397,-87.660972253,"(41.91072397, -87.660972253)"
9985549,HY175299,03/07/2015 03:15:00 PM,116XX S HALSTED ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0524,005,34,53,06,1173070,1827846,2015,02/10/2018 03:50:01 PM,41.683031177,-87.642085705,"(41.683031177, -87.642085705)"
9985550,HY175290,03/07/2015 02:10:00 PM,054XX S LAFLIN ST,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,0934,009,16,61,26,1167262,1868602,2015,02/10/2018 03:50:01 PM,41.794997467,-87.662183171,"(41.794997467, -87.662183171)"
9985551,HY175261,03/07/2015 02:28:00 PM,037XX W ROOSEVELT RD,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,1011,010,24,29,26,1151592,1894452,2015,02/10/2018 03:50:01 PM,41.86625461,-87.718967674,"(41.86625461, -87.718967674)"
